"date","season","team1","team2","pointspread","score1","score2","location","overtime","overunder"
"2017/11/12","2017","LOS ANGELES CHARGERS","Jacksonville",5,17,20,"H",TRUE,41
"2017/11/19","2017","LOS ANGELES CHARGERS","BUFFALO",-6.5,54,24,"V",FALSE,41.5
"2017/11/23","2017","LOS ANGELES CHARGERS","Dallas",-1.5,28,6,"H",FALSE,48
"2017/12/03","2017","LOS ANGELES CHARGERS","CLEVELAND",-13.5,19,10,"V",FALSE,44.5
"2017/12/10","2017","LOS ANGELES CHARGERS","WASHINGTON",-6,30,13,"V",FALSE,46.5
"2017/12/16","2017","LOS ANGELES CHARGERS","Kansas City",-1,13,30,"H",FALSE,46.5
"2017/12/24","2017","LOS ANGELES CHARGERS","NY Jets",-7,14,7,"H",FALSE,42.5
"2017/12/31","2017","LOS ANGELES CHARGERS","OAKLAND",-7,30,10,"V",FALSE,43
"2017/09/10","2017","LOS ANGELES RAMS","INDY",-3.5,46,9,"V",FALSE,41.5
"2017/09/17","2017","LOS ANGELES RAMS","WASH.",-3,20,27,"V",FALSE,46
"2017/09/21","2017","LOS ANGELES RAMS","San Francisco",-2.5,41,39,"H",FALSE,40.5
"2017/10/01","2017","LOS ANGELES RAMS","Dallas",5.5,35,30,"H",FALSE,50
"2017/10/08","2017","LOS ANGELES RAMS","SEATTLE",-2,10,16,"V",FALSE,46.5
"2017/10/15","2017","LOS ANGELES RAMS","Jacksonville",2,27,17,"H",FALSE,42.5
"2017/10/22","2017","LOS ANGELES RAMS","Arizona",-3,33,0,"N",FALSE,46
"2017/11/05","2017","LOS ANGELES RAMS","NY Giants",-5.5,51,17,"H",FALSE,42
"2017/11/12","2017","LOS ANGELES RAMS","HOUSTON",-12,33,7,"V",FALSE,45.5
"2017/11/19","2017","LOS ANGELES RAMS","Minnesota",2,7,24,"H",FALSE,46
"2017/11/26","2017","LOS ANGELES RAMS","N. ORLEANS",-2.5,26,20,"H",FALSE,54
"2017/12/03","2017","LOS ANGELES RAMS","Arizona",-7,32,16,"H",FALSE,43.5
"2017/12/10","2017","LOS ANGELES RAMS","PHILA.",-1,35,43,"V",FALSE,47.5
"2017/12/17","2017","LOS ANGELES RAMS","Seattle",1,42,7,"H",FALSE,47.5
"2017/12/24","2017","LOS ANGELES RAMS","Tennessee",-6,27,23,"H",FALSE,46.5
"2017/12/31","2017","LOS ANGELES RAMS","S. FRAN.",5,13,34,"H",FALSE,44
"2018/01/06","2017","LOS ANGELES RAMS","ATLANTA",-6,13,26,"V",FALSE,48
"2017/09/17","2017","MIAMI (P.A.T.)","LA Chargers",3.5,19,17,"H",FALSE,46.5
"2017/09/24","2017","MIAMI (P.A.T.)","Ny Jets",-6,6,20,"H",FALSE,43.5
"2017/10/01","2017","MIAMI (P.A.T.)","New Orleans",3.5,0,20,"N",FALSE,51.5
"2017/10/08","2017","MIAMI (P.A.T.)","TENNESSEE",-1,16,10,"V",FALSE,41.5
"2017/10/15","2017","MIAMI (P.A.T.)","Atlanta",13.5,20,17,"H",FALSE,46
"2017/10/22","2017","MIAMI (P.A.T.)","NY JETS",-3,31,28,"V",FALSE,39
"2017/10/26","2017","MIAMI (P.A.T.)","Baltimore",3,0,40,"H",FALSE,38
"2017/11/05","2017","MIAMI (P.A.T.)","OAKLAND",3,24,27,"V",FALSE,44.5
"2017/11/13","2017","MIAMI (P.A.T.)","Carolina",9,21,45,"H",FALSE,38.5
"2017/11/19","2017","MIAMI (P.A.T.)","TAMPA BAY",1,20,30,"V",FALSE,43.5
"2017/11/26","2017","MIAMI (P.A.T.)","New England",16.5,17,35,"H",FALSE,48.5
"2017/12/03","2017","MIAMI (P.A.T.)","DENVER",1.5,35,9,"V",FALSE,40.5
"2017/12/11","2017","MIAMI (P.A.T.)","NEW ENG.",11,27,20,"V",FALSE,48
"2017/12/17","2017","MIAMI (P.A.T.)","Buffalo",3.5,16,24,"H",FALSE,39.5
"2017/12/24","2017","MIAMI (P.A.T.)","Kansas City",10.5,13,29,"H",FALSE,43.5
"2017/12/31","2017","MIAMI (P.A.T.)","BUFFALO",2.5,16,22,"V",FALSE,41.5
"2017/09/11","2017","MINNESOTA","N. ORLEANS",-3,29,19,"H",FALSE,47.5
"2017/09/17","2017","MINNESOTA","Pittsburgh",8.5,9,26,"H",FALSE,44
"2017/09/24","2017","MINNESOTA","TAMPA BAY",2,34,17,"V",FALSE,40
"2017/10/01","2017","MINNESOTA","DETROIT",-2.5,7,14,"V",FALSE,43
"2017/10/09","2017","MINNESOTA","Chicago",-3.5,20,17,"H",FALSE,41
"2017/10/15","2017","MINNESOTA","GREEN BAY",3,23,10,"V",FALSE,45.5
"2017/10/22","2017","MINNESOTA","BALTIMORE",-5,24,16,"V",FALSE,38
"2017/10/29","2017","MINNESOTA","Cleveland",-10.5,33,16,"N",FALSE,38.5
"2017/11/12","2017","MINNESOTA","Washington",-1.5,38,30,"H",FALSE,41
"2017/11/19","2017","MINNESOTA","LA RAMS",-2,24,7,"V",FALSE,46
"2017/11/23","2017","MINNESOTA","Detroit",-2.5,30,23,"H",FALSE,45
"2017/12/03","2017","MINNESOTA","Atlanta",2.5,14,9,"H",FALSE,48
"2017/12/10","2017","MINNESOTA","Carolina",-2.5,24,31,"H",FALSE,40.5
"2017/12/17","2017","MINNESOTA","CINCINNATI",-12.5,34,7,"V",FALSE,42.5
"2017/12/23","2017","MINNESOTA","Green Bay",-8.5,16,0,"H",FALSE,40.5
"2017/12/31","2017","MINNESOTA","CHICAGO",-12.5,23,10,"V",FALSE,38.5
"2018/01/14","2017","MINNESOTA","N. ORLEANS",-5.5,29,24,"H",FALSE,46.5
"2018/01/21","2017","MINNESOTA","Philadelphia",-3,7,38,"H",FALSE,39
"2017/09/07","2017","NEW ENGLAND","KANSAS CITY",-9,27,42,"V",FALSE,48
"2017/09/17","2017","NEW ENGLAND","New Orleans",-6.5,36,20,"H",FALSE,55.5
"2017/09/24","2017","NEW ENGLAND","HOUSTON",-13.5,36,33,"V",FALSE,44.5
"2017/10/01","2017","NEW ENGLAND","CAROLINA",-9.5,30,33,"V",FALSE,48.5
"2017/10/05","2017","NEW ENGLAND","Tampa Bay",-4.5,19,14,"H",FALSE,54.5
"2017/10/15","2017","NEW ENGLAND","Ny Jets",-9.5,24,17,"H",FALSE,48
"2017/10/22","2017","NEW ENGLAND","ATLANTA",-3,23,7,"V",FALSE,56.5
"2017/10/29","2017","NEW ENGLAND","LA CHARG.",-7,21,13,"V",FALSE,48.5
"2017/11/12","2017","NEW ENGLAND","Denver",-7.5,41,16,"H",FALSE,45
"2017/11/19","2017","NEW ENGLAND","Oakland",-7,33,8,"N",FALSE,55
"2017/11/26","2017","NEW ENGLAND","MIAMI",-16.5,35,17,"V",FALSE,48.5
"2017/12/03","2017","NEW ENGLAND","Buffalo",-8,23,3,"H",FALSE,49
"2017/12/11","2017","NEW ENGLAND","Miami",-11,20,27,"H",FALSE,48
"2017/12/17","2017","NEW ENGLAND","Pittsburgh",-2.5,27,24,"H",FALSE,53.5
"2017/12/24","2017","NEW ENGLAND","BUFFALO",-11.5,37,16,"V",FALSE,47.5
"2017/12/31","2017","NEW ENGLAND","NY JETS",-15.5,26,6,"V",FALSE,43.5
"2018/01/13","2017","NEW ENGLAND","TENNESSEE",-13.5,35,14,"V",FALSE,48
"2018/01/21","2017","NEW ENGLAND","J'VILLE",-9,24,20,"V",FALSE,46
"2018/02/04","2017","NEW ENGLAND","Philadelphia",-4.5,33,41,"N",FALSE,49
"2017/09/11","2017","NEW ORLEANS","Minnesota",3,19,29,"H",FALSE,47.5
"2017/09/17","2017","NEW ORLEANS","N. ENGLAND",6.5,20,36,"H",FALSE,55.5
"2017/09/24","2017","NEW ORLEANS","Carolina",5.5,34,13,"H",FALSE,46.5
"2017/10/01","2017","NEW ORLEANS","Miami",-3.5,20,0,"N",FALSE,51.5
"2017/10/15","2017","NEW ORLEANS","DETROIT",-5,52,38,"V",FALSE,50
"2017/10/22","2017","NEW ORLEANS","Green Bay",-3.5,26,17,"H",FALSE,46
"2017/10/29","2017","NEW ORLEANS","CHICAGO",-8.5,20,12,"V",FALSE,46.5
"2017/11/05","2017","NEW ORLEANS","TAMPA BAY",-7,30,10,"V",FALSE,53.5
"2017/11/12","2017","NEW ORLEANS","Buffalo",-2.5,47,10,"H",FALSE,48
"2017/11/19","2017","NEW ORLEANS","WASH.",-9,34,31,"V",TRUE,52.5
"2017/11/26","2017","NEW ORLEANS","LA Rams",2.5,20,26,"H",FALSE,54
"2017/12/03","2017","NEW ORLEANS","CAROLINA",-5.5,31,21,"V",FALSE,47.5
"2017/12/07","2017","NEW ORLEANS","Atlanta",2.5,17,20,"H",FALSE,51.5
"2017/12/17","2017","NEW ORLEANS","NY JETS",-16,31,19,"V",FALSE,46.5
"2017/12/24","2017","NEW ORLEANS","ATLANTA",-5.5,23,13,"V",FALSE,52
"2017/12/31","2017","NEW ORLEANS","Tampa Bay",-6,24,31,"H",FALSE,49.5
"2018/01/07","2017","NEW ORLEANS","CAROLINA",-6.5,31,26,"V",FALSE,47.5
"2018/01/14","2017","NEW ORLEANS","Minnesota",5.5,24,29,"H",FALSE,46.5
"2017/09/10","2017","NEW YORK GIANTS","Dallas",4,3,19,"H",FALSE,47
"2017/09/18","2017","NEW YORK GIANTS","DETROIT",-3,10,24,"V",FALSE,42
"2017/09/24","2017","NEW YORK GIANTS","Philadelphia",6,24,27,"H",FALSE,43.5
"2017/10/01","2017","NEW YORK GIANTS","Tampa Bay",2.5,23,25,"H",FALSE,45.5
"2017/10/08","2017","NEW YORK GIANTS","LA CHARG.",-3,22,27,"V",FALSE,45
"2017/10/15","2017","NEW YORK GIANTS","Denver",12.5,23,10,"H",FALSE,38.5
"2017/10/22","2017","NEW YORK GIANTS","SEATTLE",4,7,24,"V",FALSE,39
"2017/11/05","2017","NEW YORK GIANTS","LA RAMS",5.5,17,51,"V",FALSE,42
"2017/11/12","2017","NEW YORK GIANTS","San Francisco",-3,21,31,"H",FALSE,41.5
"2017/11/19","2017","NEW YORK GIANTS","KAN. CITY",10.5,12,9,"V",TRUE,44.5
"2017/11/23","2017","NEW YORK GIANTS","Washington",7.5,10,20,"H",FALSE,44.5
"2017/12/03","2017","NEW YORK GIANTS","Oakland",9,17,24,"H",FALSE,42
"2017/12/10","2017","NEW YORK GIANTS","DALLAS",3.5,10,30,"V",FALSE,41.5
"2017/12/17","2017","NEW YORK GIANTS","PHILA.",7.5,29,34,"V",FALSE,40.5
"2017/12/24","2017","NEW YORK GIANTS","Arizona",3.5,0,23,"H",FALSE,39.5
"2017/12/31","2017","NEW YORK GIANTS","WASHINGTON",4.5,18,10,"V",FALSE,40.5
"2017/09/10","2017","NEW YORK JETS","Buffalo",8,12,21,"H",FALSE,41.5
"2017/09/17","2017","NEW YORK JETS","Oakland",14,20,45,"H",FALSE,43.5
"2017/09/24","2017","NEW YORK JETS","MIAMI",6,20,6,"V",FALSE,43.5
"2017/10/01","2017","NEW YORK JETS","J'VILLE",4,23,20,"V",TRUE,38.5
"2017/10/08","2017","NEW YORK JETS","Cleveland",-1,17,14,"H",FALSE,41
"2017/10/15","2017","NEW YORK JETS","N. ENGLAND",9.5,17,24,"H",FALSE,48
"2017/10/22","2017","NEW YORK JETS","Miami",3,28,31,"H",FALSE,39
"2017/10/29","2017","NEW YORK JETS","ATLANTA",6.5,20,25,"V",FALSE,44
"2017/11/02","2017","NEW YORK JETS","BUFFALO",3,34,21,"V",FALSE,42.5
"2017/11/12","2017","NEW YORK JETS","Tampa Bay",1,10,15,"H",FALSE,43.5
"2017/11/26","2017","NEW YORK JETS","CAROLINA",5.5,27,35,"V",FALSE,39.5
"2017/12/03","2017","NEW YORK JETS","KANSAS CITY",3.5,38,31,"V",FALSE,44
"2017/12/10","2017","NEW YORK JETS","Denver",-1,0,23,"H",FALSE,41
"2017/12/17","2017","NEW YORK JETS","New Orleans",16,19,31,"H",FALSE,46.5
"2017/12/24","2017","NEW YORK JETS","LA CHARG.",7,7,14,"V",FALSE,42.5
"2017/12/31","2017","NEW YORK JETS","New England",15.5,6,26,"H",FALSE,43.5
"2017/09/10","2017","OAKLAND","Tennessee",2.5,26,16,"H",FALSE,50.5
"2017/09/17","2017","OAKLAND","NY JETS",-14,45,20,"V",FALSE,43.5
"2017/09/24","2017","OAKLAND","Washington",-3.5,10,27,"H",FALSE,53.5
"2017/10/01","2017","OAKLAND","Denver",3.5,10,16,"H",FALSE,44.5
"2017/10/08","2017","OAKLAND","BALTIMORE",-3,17,30,"V",FALSE,40.5
"2017/10/15","2017","OAKLAND","LA CHARG.",-3,16,17,"V",FALSE,48.5
"2017/10/19","2017","OAKLAND","KANSAS CITY",3,31,30,"V",FALSE,46.5
"2017/10/29","2017","OAKLAND","Buffalo",2,14,34,"H",FALSE,47
"2017/11/05","2017","OAKLAND","Miami",-3,27,24,"H",FALSE,44.5
"2017/11/19","2017","OAKLAND","New England",7,8,33,"N",FALSE,55
"2017/11/26","2017","OAKLAND","DENVER",-4,21,14,"V",FALSE,42
"2017/12/03","2017","OAKLAND","NY GIANTS",-9,24,17,"V",FALSE,42
"2017/12/10","2017","OAKLAND","Kansas City",4,15,26,"H",FALSE,48.5
"2017/12/17","2017","OAKLAND","DALLAS",3,17,20,"V",FALSE,46
"2017/12/25","2017","OAKLAND","Philadelphia",9.5,10,19,"H",FALSE,46.5
"2017/12/31","2017","OAKLAND","LA Chargers",7,10,30,"H",FALSE,43
"2017/09/10","2017","PHILADELPHIA (P.A.T)","Washington",-1,30,17,"H",FALSE,48.5
"2017/09/17","2017","PHILADELPHIA (P.A.T)","Kansas City",4.5,20,27,"H",FALSE,47
"2017/09/24","2017","PHILADELPHIA (P.A.T)","NY GIANTS",-6,27,24,"V",FALSE,43.5
"2017/10/01","2017","PHILADELPHIA (P.A.T)","LA Chargers",2,26,24,"H",FALSE,48
"2017/10/08","2017","PHILADELPHIA (P.A.T)","ARIZONA",-6.5,34,7,"V",FALSE,45
"2017/10/12","2017","PHILADELPHIA (P.A.T)","Carolina",3,28,23,"H",FALSE,44
"2017/10/23","2017","PHILADELPHIA (P.A.T)","WASH.",-5,34,24,"V",FALSE,49
"2017/10/29","2017","PHILADELPHIA (P.A.T)","S. FRAN.",-12.5,33,10,"H",FALSE,44.5
"2017/11/05","2017","PHILADELPHIA (P.A.T)","DENVER",-7.5,51,23,"V",FALSE,41.5
"2017/11/19","2017","PHILADELPHIA (P.A.T)","Dallas",-6,37,9,"H",FALSE,48
"2017/11/26","2017","PHILADELPHIA (P.A.T)","CHICAGO",-13.5,31,3,"V",FALSE,43.5
"2017/12/03","2017","PHILADELPHIA (P.A.T)","Seattle",-4,10,24,"H",FALSE,46.5
"2017/12/10","2017","PHILADELPHIA (P.A.T)","LA Rams",1,43,35,"H",FALSE,47.5
"2017/12/17","2017","PHILADELPHIA (P.A.T)","NY Giants",-7.5,34,29,"H",FALSE,40.5
"2017/12/25","2017","PHILADELPHIA (P.A.T)","OAKLAND",-9.5,19,10,"V",FALSE,46.5
"2017/12/31","2017","PHILADELPHIA (P.A.T)","DALLAS",3.5,0,6,"V",FALSE,41
"2018/01/13","2017","PHILADELPHIA (P.A.T)","ATLANTA",2.5,15,10,"V",FALSE,40.5
"2018/01/21","2017","PHILADELPHIA (P.A.T)","MINNESOTA",3,38,7,"V",FALSE,39
"2018/02/04","2017","PHILADELPHIA (P.A.T)","New England",4.5,41,33,"N",FALSE,49
"2017/09/10","2017","PITTSBURGH","Cleveland",-9.5,21,18,"H",FALSE,47
"2017/09/17","2017","PITTSBURGH","MINNESOTA",-8.5,26,9,"V",FALSE,44
"2017/09/24","2017","PITTSBURGH","Chicago",-7.5,17,23,"H",TRUE,44
"2017/10/01","2017","PITTSBURGH","Baltimore",-3.5,26,9,"H",FALSE,42
"2017/10/08","2017","PITTSBURGH","J'VILLE",-7.5,9,30,"V",FALSE,42
"2017/10/15","2017","PITTSBURGH","Kansas City",3.5,19,13,"H",FALSE,46
"2017/10/22","2017","PITTSBURGH","CINCINNATI",-4,29,14,"V",FALSE,40.5
"2017/10/29","2017","PITTSBURGH","Detroit",-3,20,15,"H",FALSE,45
"2017/11/12","2017","PITTSBURGH","Indianapolis",-10.5,20,17,"H",FALSE,46.5
"2017/11/16","2017","PITTSBURGH","TENNESSEE",-7,40,17,"V",FALSE,44
"2017/11/26","2017","PITTSBURGH","GREEN BAY",-14,31,28,"V",FALSE,43
"2017/12/04","2017","PITTSBURGH","Cincinnati",-4.5,23,20,"H",FALSE,43
"2017/12/10","2017","PITTSBURGH","BALTIMORE",-5.5,39,38,"V",FALSE,43
"2017/12/17","2017","PITTSBURGH","N. ENGLAND",2.5,24,27,"H",FALSE,53.5
"2017/12/25","2017","PITTSBURGH","Houston",-9.5,34,6,"H",FALSE,45.5
"2017/12/31","2017","PITTSBURGH","CLEVELAND",-5.5,28,24,"V",FALSE,37.5
"2018/01/14","2017","PITTSBURGH","J'VILLE",-7.5,42,45,"V",FALSE,40.5
"2017/09/10","2017","SAN FRANCISCO","CAROLINA",5,3,23,"V",FALSE,47
"2017/09/17","2017","SAN FRANCISCO","Seattle",13.5,9,12,"H",FALSE,41.5
"2017/09/21","2017","SAN FRANCISCO","LA RAMS",2.5,39,41,"V",FALSE,40.5
"2017/10/01","2017","SAN FRANCISCO","Arizona",6.5,15,18,"H",TRUE,44
"2017/10/08","2017","SAN FRANCISCO","Indianapolis",1.5,23,26,"H",TRUE,44
"2017/10/15","2017","SAN FRANCISCO","Washington",11,24,26,"H",FALSE,46.5
"2017/10/22","2017","SAN FRANCISCO","DALLAS",6.5,10,40,"V",FALSE,48.5
"2017/10/29","2017","SAN FRANCISCO","Philadelphia",12.5,10,33,"H",FALSE,44.5
"2017/11/05","2017","SAN FRANCISCO","ARIZONA",2.5,10,20,"V",FALSE,39
"2017/11/12","2017","SAN FRANCISCO","NY GIANTS",3,31,21,"V",FALSE,41.5
"2017/11/26","2017","SAN FRANCISCO","SEATTLE",6.5,13,24,"V",FALSE,45
"2017/12/03","2017","SAN FRANCISCO","Chicago",3,15,14,"H",FALSE,42
"2017/12/10","2017","SAN FRANCISCO","Houston",2,26,16,"H",FALSE,45.5
"2017/12/17","2017","SAN FRANCISCO","TENNESSEE",-2,25,23,"V",FALSE,44.5
"2017/12/24","2017","SAN FRANCISCO","J'VILLE",4,44,33,"V",FALSE,42.5
"2017/12/31","2017","SAN FRANCISCO","LA Rams",-5,34,13,"H",FALSE,44
"2017/09/10","2017","SEATTLE","Green Bay",3,9,17,"H",FALSE,50.5
"2017/09/17","2017","SEATTLE","S. FRAN.",-13.5,12,9,"H",FALSE,41.5
"2017/09/24","2017","SEATTLE","Tennessee",2.5,27,33,"H",FALSE,41.5
"2017/10/01","2017","SEATTLE","INDY",-12.5,46,18,"V",FALSE,42
"2017/10/08","2017","SEATTLE","LA Rams",2,16,10,"H",FALSE,46.5
"2017/10/22","2017","SEATTLE","NY Giants",-4,24,7,"H",FALSE,39
"2017/10/29","2017","SEATTLE","HOUSTON",-6.5,41,38,"V",FALSE,45.5
"2017/11/05","2017","SEATTLE","WASH.",-7.5,14,17,"V",FALSE,45
"2017/11/09","2017","SEATTLE","Arizona",-6,22,16,"H",FALSE,40.5
"2017/11/20","2017","SEATTLE","ATLANTA",-1.5,31,34,"V",FALSE,46
"2017/11/26","2017","SEATTLE","San Francisco",-6.5,24,13,"H",FALSE,45
"2017/12/03","2017","SEATTLE","PHILA.",4,24,10,"V",FALSE,46.5
"2017/12/10","2017","SEATTLE","Jacksonville",2.5,24,30,"H",FALSE,41
"2017/12/17","2017","SEATTLE","LA RAMS",-1,7,42,"V",FALSE,47.5
"2017/12/24","2017","SEATTLE","Dallas",4.5,21,12,"H",FALSE,47
"2017/12/31","2017","SEATTLE","ARIZONA",-8.5,24,26,"V",FALSE,38
"2017/09/17","2017","TAMPA BAY","CHICAGO",-7,29,7,"V",FALSE,43.5
"2017/09/24","2017","TAMPA BAY","Minnesota",-2,17,34,"H",FALSE,40
"2017/10/01","2017","TAMPA BAY","NY GIANTS",-2.5,25,23,"V",FALSE,45.5
"2017/10/05","2017","TAMPA BAY","N. ENGLAND",4.5,14,19,"H",FALSE,54.5
"2017/10/15","2017","TAMPA BAY","Arizona",-2.5,33,38,"H",FALSE,46
"2017/10/22","2017","TAMPA BAY","Buffalo",3,27,30,"H",FALSE,45.5
"2017/10/29","2017","TAMPA BAY","CAROLINA",-1.5,3,17,"V",FALSE,46
"2017/11/05","2017","TAMPA BAY","New Orleans",7,10,30,"H",FALSE,53.5
"2017/11/12","2017","TAMPA BAY","NY JETS",-1,15,10,"V",FALSE,43.5
"2017/11/19","2017","TAMPA BAY","Miami",-1,30,20,"H",FALSE,43.5
"2017/11/26","2017","TAMPA BAY","Atlanta",10,20,34,"H",FALSE,47.5
"2017/12/03","2017","TAMPA BAY","Green Bay",2.5,20,26,"H",TRUE,45
"2017/12/10","2017","TAMPA BAY","DETROIT",0,21,24,"V",FALSE,47.5
"2017/12/18","2017","TAMPA BAY","ATLANTA",6.5,21,24,"V",FALSE,48.5
"2017/12/24","2017","TAMPA BAY","Carolina",10,19,22,"H",FALSE,46.5
"2017/12/31","2017","TAMPA BAY","N. ORLEANS",6,31,24,"H",FALSE,49.5
"2017/09/10","2017","TENNESSEE","OAKLAND",-2.5,16,26,"V",FALSE,50.5
"2017/09/17","2017","TENNESSEE","Jacksonville",-1.5,37,16,"H",FALSE,41.5
"2017/09/24","2017","TENNESSEE","SEATTLE",-2.5,33,27,"V",FALSE,41.5
"2017/10/01","2017","TENNESSEE","Houston",-2.5,14,57,"H",FALSE,43.5
"2017/10/08","2017","TENNESSEE","Miami",1,10,16,"H",FALSE,41.5
"2017/10/16","2017","TENNESSEE","INDY",-7.5,36,22,"V",FALSE,47.5
"2017/10/22","2017","TENNESSEE","Cleveland",-5.5,12,9,"H",TRUE,42.5
"2017/11/05","2017","TENNESSEE","BALTIMORE",-3.5,23,20,"V",FALSE,42.5
"2017/11/12","2017","TENNESSEE","CINCINNATI",-4.5,24,20,"V",FALSE,40.5
"2017/11/16","2017","TENNESSEE","Pittsburgh",7,17,40,"H",FALSE,44
"2017/11/26","2017","TENNESSEE","Indianapolis",-3.5,20,16,"H",FALSE,46
"2017/12/03","2017","TENNESSEE","HOUSTON",-7,24,13,"V",FALSE,42.5
"2017/12/10","2017","TENNESSEE","Arizona",-2.5,7,12,"H",FALSE,42.5
"2017/12/17","2017","TENNESSEE","San Francisco",2,23,25,"H",FALSE,44.5
"2017/12/24","2017","TENNESSEE","LA RAMS",6,23,27,"V",FALSE,46.5
"2017/12/31","2017","TENNESSEE","J'VILLE",-2.5,15,10,"V",FALSE,40.5
"2018/01/06","2017","TENNESSEE","Kansas City",8.5,22,21,"H",FALSE,44.5
"2018/01/13","2017","TENNESSEE","New England",13.5,14,35,"H",FALSE,48
"2017/09/10","2017","WASHINGTON","PHILA.",1,17,30,"V",FALSE,48.5
"2017/09/17","2017","WASHINGTON","LA Rams",3,27,20,"H",FALSE,46
"2017/09/24","2017","WASHINGTON","OAKLAND",3.5,27,10,"V",FALSE,53.5
"2017/10/02","2017","WASHINGTON","Kansas City",7,20,29,"H",FALSE,48.5
"2017/10/15","2017","WASHINGTON","S. FRAN.",-11,26,24,"H",FALSE,46.5
"2017/10/23","2017","WASHINGTON","Philadelphia",5,24,34,"H",FALSE,49
"2017/10/29","2017","WASHINGTON","DALLAS",2.5,19,33,"V",FALSE,46.5
"2017/11/05","2017","WASHINGTON","Seattle",7.5,17,14,"H",FALSE,45
"2017/11/12","2017","WASHINGTON","MINNESOTA",1.5,30,38,"V",FALSE,41
"2017/11/19","2017","WASHINGTON","N. Orleans",9,31,34,"H",TRUE,52.5
"2017/11/23","2017","WASHINGTON","NY GIANTS",-7.5,20,10,"V",FALSE,44.5
"2017/11/30","2017","WASHINGTON","Dallas",-1.5,14,38,"H",FALSE,47
"2017/12/10","2017","WASHINGTON","LA Chargers",6,13,30,"H",FALSE,46.5
"2017/12/17","2017","WASHINGTON","ARIZONA",-4.5,20,15,"V",FALSE,40.5
"2017/12/24","2017","WASHINGTON","DENVER",-3.5,27,11,"V",FALSE,39.5
"2017/12/31","2017","WASHINGTON","NY Giants",-4.5,10,18,"H",FALSE,40.5
